"评论编号","评论用户","评论微博","评论内容","sentiment"
"348","广西田阳法院","121","转发微博","1"
"349","龙泉驿检察","121","转发微博","1"
"350","辽宁盈盛商品交易中心邮币卡维权","121","自2016年12月开始，辽宁盈盛商品交易中心有限公司采取非法手段，在短时间内从平台大量套现。经核查受害群众涉及广东、浙江、福建、新疆、山东、吉林、河南、上海等多个省市，共计8989人，涉案金额41.8亿元，受损资金1.99亿元。沈阳市公安局浑南分局已经侦办两年毫无进展，受害人苦苦等待。。。。。。","0"
"351","广州厚大法考","121","普法啦～","2"
"352","花甜味","121","2018年1月29日实名举报南阳市以陈运昌为首的黑恶势力犯罪团伙 ，和对我长达6年的迫害，遭到其组织30名黑社会人员到我家打击报复，挑衅蹲点监视、跟踪辱骂已经一年了，我们没办法正常生活，报警近20次，仲景派出所始终不予出警处理，南阳市公安局副局长郝一克亲自指示压着不予查办，市纪委信访材料被压","0"
"353","正义蕉岭","121","转发微博","1"
"354","翻身法盲","121","保险公司对于保险条款的制定和解析，还停留在10年前的阶段，致使大量投保人阅读条款后认为重疾保险就是保死，这一观念既浪费司法资源去作出裁定，也给保险在直销的销售背景下染上了诈骗的色彩，严重滞后我国保险业的发展","0"
"355","我的婉约生活","122","巫蛊害人本就是犯罪，为什么还不放手啊","0"
"356","花甜味","122","2018年1月29日实名举报南阳市以陈运昌为首的黑恶势力犯罪团伙 ，和对我长达6年的迫害，遭到其组织30名黑社会人员到我家打击报复，挑衅蹲点监视、跟踪辱骂已经一年了，我们没办法正常生活，报警近20次，仲景派出所始终不予出警处理，南阳市公安局副局长郝一克亲自指示压着不予查办，市纪委信访材料被压","0"
"357","Q哥说事","122","著名歌唱家蒋大为先生为传销犯罪份子站台助唱，中奥伍福集团股份有限公司法人宋自甫是伍福家园（之前叫金健康）传销集团的组织人，他们传销的产品就是山药粉，这山药粉向监管部门备注是食品，宣传的时候确是保健品，还能台百病，不育不孕，癌症等都可以治的。我的微博还有更多视频跟图片证据。","0"
"358","某山某派某Catherine","122","早安，一切都会好起来","2"
"359","红网左提司","122","共勉","2"
"360","政法茄子河","126","转发微博","1"
"361","皇上爱吐槽","128","转发微博","1"
"362","下辈子好基友","128","个人观点，没必要，正常婴幼儿应注意的卫生和必要事项即可。凡事太精细化倒未必利于孩子","0"
"363","小飞马儿123","128","敬女壮士一杯！","0"
"364","去江南吗","128","一天消费成千上万，也是有钱烧得！","0"
"365","72岁老人被殴打虐待","128","一天消费成千上万，也是有钱烧得！","0"
"366","引擎54","128","相信大姐说的话，只是因为没酒店狡猾，没办法收集更充分的证据[doge]","0"
"367","-谜一样的小唐","128","这么贵就这个卫生，搽杯具筷子什么的白毛巾不是应该消毒吗","0"
"368","mmmmmmn201606","128","如果确有此事，希望政府可以保护好这位保洁阿姨。","0"
"369","我在春光里","138","筱蓉，生日快乐！","2"
"370","追寻我的神明","138","向上","2"
"371","木木木木木昜Y","138","喜乐长安","2"
"372","离枝花嵌泥","138","生日快乐[心][心][心][心]","2"
"373","面朝大海20120419","138","给你和你爸爸点赞[强][赞啊][赞啊]","2"
"374","疯子说话了","138","生日快乐，不说让你坚强的话，愿你做美丽的自己！","2"
"375","橙莎子C","138","转发微博","1"
"376","国服第一林黛玉","138","筱蓉妹妹生日快乐[心]十八岁快乐 [抱抱]","2"
"377","一颗洋芋youY","138","筱蓉妹妹，生日快乐[心]","2"
"378","门前橘子已成林","141","筱蓉妹妹，生日快乐[心]","2"
"379","爱就爱她个轰轰烈烈","141","当地某高校就是龙岩学院了[doge]","1"
"380","陈信宏的大启子","141","[doge]来钱快的方式都写在刑法里了","0"
"381","Aehrenthal","141","看看文章好吗？别以为女生只有色相","0"
"382","请叫本大佬人才","141","看看文章好吗？别以为女生只有色相","0"
"383","喜塔拉尔明","141","但是，见色起意的蠢蛋被骗也是活该的。","0"
"384","豆浆锅锅","141","援交还是酒托？","0"
"385","石岐队长","144","援交还是酒托？","0"
"386","微博伟WEI","144","心肺复苏很重要。。。","1"
"387","嵇绍义96533","144","老婆心脑不怎么好，这个要看。","1"
"388","无人书店","144","总觉得我会因无人书店被强拆，无人书店商标被侵权会气死，转发一下备不时之需，但真到危急时刻，谁又会给我抢救？","0"
"389","成都市荷塘花邨养老院求救","144","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症层层上访求告无门求救求救[祈祷][祈祷]","0"
"390","浅墨陌阡","144","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症层层上访求告无门求救求救[祈祷][祈祷]","0"
"391","浅墨陌阡","144","唉，作为临床医学生，这个是基本功，必修课，当时学快累死我了，这个千万不能拿活人实验，要对所有人都一视同仁，他们都是你要救的对象[吃瓜][吃瓜][吃瓜]","0"
"392","郭路铭","144","又涨知识了，转发给小伙伴看一下","1"
"393","法海不见海","144","[祈祷]","0"
"394","无人书店","146","[祈祷]","0"
"395","Jus1So","146","好好好好好，NBNBNBNBNB","2"
"396","成都市荷塘花邨养老院求救","146","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症从地方上访至中央，求告无门求救求救[祈祷][祈祷]","0"
"397","風飛雪_寒","146","……呵呵，意思就是加强对人民的打压控制……","0"
"398","天王祺祺","146","悬赏100万督办案件，加追回金额15%奖励。 湖北省公安厅副厅长尚武 武汉市公安局长李义龙 武汉市公安局经侦局民警余昌利是湖北省黑社会最大的保护伞","0"
"399","Q哥说事","146","著名歌唱家蒋大为先生为传销犯罪份子站台助唱，中奥伍福集团股份有限公司法人宋自甫是伍福家园（之前叫金健康）传销集团的组织人，他们传销的产品就是山药粉，这山药粉向监管部门备注是食品，宣传的时候确是保健品，还能台百病，不育不孕，癌症等都可以治的。我的微博还有很多视频图片证据。","0"
"400","钓鱼岛765","146","加油","2"
"401","Cheryl_zero","146","走在路上的我会不会突然遇到一群兵哥哥[doge]","2"
"402","唯有暗香浮","147","看到免职和两个字就知道没啥","0"
"403","萌萌是个小矮子","147","要不哪天让市长书记一起在街头搭个帐篷，看他们打不打[允悲][允悲]","0"
"404","1991範羲是我呀2019","147","这次站城管","2"
"405","VincentYan83","147","[二哈][二哈][二哈]免职和行拘是两码事 希望看到党内处罚和治安处罚两线的处罚 这两线不冲突","0"
"406","伟大的等待","147","城管干不过挖人家祖坟的？","0"
"407","云霄论剑6166545227","147","有点权就牛逼，这是通病。","0"
"408","申磊爸爸","153","有点权就牛逼，这是通病。","0"
"409","伍医生57651","153","有点权就牛逼，这是通病。","0"
"410","伍医生57651","153","早上好好好好好！","2"
"411","明的美好时光","153","早上好好好好好！","2"
"412","天王祺祺","153","悬赏100万元督办案件追回后还按15%提成。 湖北省公安厅副厅长尚武 武汉市公安局长李义龙 武汉市公安局经侦局民警余昌利 是湖北省黑社会最大的保护伞","0"
"413","我是吴志刚","154","绝对跟我一个样，我就是这样子的。我见到虫子超级讨厌，绝对不会碰。","0"
"414","申磊爸爸","154","绝对跟我一个样，我就是这样子的。我见到虫子超级讨厌，绝对不会碰。","0"
"415","白兔糖xxxxx","154","这个卡通叫啥？？","1"
"416","117医疗纠纷","154","家里的虫子好解决，社会上的虫子难清除，不管什么行业，有权就有利，有利就难公平。潜规则已经潜入了本不应该被污染的医疗和教育行业。","0"
"417","挖坑小香蕉","154","家里的虫子好解决，社会上的虫子难清除，不管什么行业，有权就有利，有利就难公平。潜规则已经潜入了本不应该被污染的医疗和教育行业。","0"
"418","青海政法","154","晚安[月亮]","2"
"419","徐雅靓","154","晚安[月亮]","2"
"420","更新失败小双双","154","踩","0"
"421","申磊爸爸","155","踩","0"
"422","嗨欽雨楼台","155","关注一下春运火车的情况，记者应该走一走，坐一坐！","0"
"423","1991範羲是我呀2019","156","榴莲为啥不可以？去壳可以么","1"
"424","rlirli","156","特别提示","1"
"425","伍医生57651","156","转发给微信群了","1"
"426","最近却最远的距离","156","转发给微信群了","1"
"427","我是庞应梅","156","宠物狗能带吗？","1"
"428","阿桠鸭丫丫丫","158","读书人的事怎么能叫偷呢[喵喵]","0"
"429","吃好睡好精力才旺","158","[害怕]","0"
"430","只是一个人198212","158","不不不","0"
"431","小柒小柒呀","158","不不不","0"
"432","拥有许可证的良民","158","不会去买  非要偷","0"
"433","Su七里","158","没经过同意的就是偷！小学生都知道","0"
"434","张晗SD","158","你想知道“茴”字其他写法吗？","1"
"435","求真先生说","158","孔乙己[doge]","0"
"436","扎针狂魔吕护士","158","你要是挖一两颗药材说做个研究，没人会说你啥，药农也不会在乎，可是你把人家四亩地挖了七八成还说做科研，信你个鬼！","0"
"437","学挖掘机到新东方","158","有谁还记得曲玉权，哈尔滨的大年三十出警，被欧打，之后死亡，嫌疑人最高被判了13年[二哈][二哈]","0"
"438","那就叫锦瑟吧","161","君子","2"
"439","大光光娃儿","161","长胖了·····","0"
"440","你偷电瓶车养我","161","奈斯","2"
"441","段天下","161","奈斯","2"
"442","天天向善ABC","161","岂止是“绅士”？建议将这一段视频列为公职人员必看！","2"
"443","买__卖","161","没碰呀","2"
"444","太原刘云飞","161","尊重就是这样赢得的，你没有赢得尊重就不要栽赃人家歧视。","2"
"445","Mao爱大腐","161","君子球，君子之风","2"
"446","西伯利亚老斑鸠UU","161","打裁判脸了[笑cry]","2"
"447","1DGD1大哥大","164","共享单车弊大于利","0"
"448","陇原何处有正义","164","甘肃首例汽车《消费欺诈退一赔三》案件，一审与重审为兰州安宁区法院，重审判我败诉！证据多么充分，里程前后不一。两大灯一洗车就不亮！兰州金阜康拿用过的旧车当新车卖给我，法官却说，有些法守不得，不要为难企业！法官受到何种压力发表反党言论并错误判决？全程有录音 ​​​​","0"
"449","元旦飘飘茉莉","164","准备疏散逃生","1"
"450","Reputation的End_Game最好听","164","准备疏散逃生","1"
"451","彩加酱","164","……就在我家旁边…我妈跟我讲下午的爆炸声贼可怕……听邻居讲 似乎是放假的小孩子搞得（不知道是不是真的）……？？？","0"
"452","我一直在等你麦迪尔","164","为什么着火","1"
"453","星星还是那颗星星ftm","164","怎样才能点燃单车 求科普","1"
"454","愿大连没有黑吉人","165","看此人牙齿就知道邪淫太重","0"
"455","陇原何处有正义","165","甘肃首例汽车《消费欺诈退一赔三》案件，一审与重审为兰州安宁区法院，重审判我败诉！证据多么充分，里程前后不一。两大灯一洗车就不亮！兰州金阜康拿用过的旧车当新车卖给我，法官却说，有些法守不得，不要为难企业！法官受到何种压力发表反党言论并错误判决？全程有录音 ​​​​","0"
