"评论编号","评论用户","评论微博","评论内容"
"356","花甜味","122","2018年1月29日实名举报南阳市以陈运昌为首的黑恶势力犯罪团伙 ，和对我长达6年的迫害，遭到其组织30名黑社会人员到我家打击报复，挑衅蹲点监视、跟踪辱骂已经一年了，我们没办法正常生活，报警近20次，仲景派出所始终不予出警处理，南阳市公安局副局长郝一克亲自指示压着不予查办，市纪委信访材料被压"
"357","Q哥说事","122","著名歌唱家蒋大为先生为传销犯罪份子站台助唱，中奥伍福集团股份有限公司法人宋自甫是伍福家园（之前叫金健康）传销集团的组织人，他们传销的产品就是山药粉，这山药粉向监管部门备注是食品，宣传的时候确是保健品，还能台百病，不育不孕，癌症等都可以治的。我的微博还有更多视频跟图片证据。"
"358","某山某派某Catherine","122","早安，一切都会好起来"
"359","红网左提司","122","共勉"
"360","政法茄子河","126","转发微博"
"361","皇上爱吐槽","128","转发微博"
"362","下辈子好基友","128","个人观点，没必要，正常婴幼儿应注意的卫生和必要事项即可。凡事太精细化倒未必利于孩子"
"363","小飞马儿123","128","敬女壮士一杯！"
"364","去江南吗","128","一天消费成千上万，也是有钱烧得！"
"365","72岁老人被殴打虐待","128","一天消费成千上万，也是有钱烧得！"
"366","引擎54","128","相信大姐说的话，只是因为没酒店狡猾，没办法收集更充分的证据[doge]"
"367","-谜一样的小唐","128","这么贵就这个卫生，搽杯具筷子什么的白毛巾不是应该消毒吗"
"368","mmmmmmn201606","128","如果确有此事，希望政府可以保护好这位保洁阿姨。"
"369","我在春光里","138","筱蓉，生日快乐！"
"370","追寻我的神明","138","向上"
"371","木木木木木昜Y","138","喜乐长安"
"372","离枝花嵌泥","138","生日快乐[心][心][心][心]"
"373","面朝大海20120419","138","给你和你爸爸点赞[强][赞啊][赞啊]"
"374","疯子说话了","138","生日快乐，不说让你坚强的话，愿你做美丽的自己！"
"375","橙莎子C","138","转发微博"
"376","国服第一林黛玉","138","筱蓉妹妹生日快乐[心]十八岁快乐 [抱抱]"
"377","一颗洋芋youY","138","筱蓉妹妹，生日快乐[心]"
"378","门前橘子已成林","141","筱蓉妹妹，生日快乐[心]"
"379","爱就爱她个轰轰烈烈","141","当地某高校就是龙岩学院了[doge]"
"380","陈信宏的大启子","141","[doge]来钱快的方式都写在刑法里了"
"381","Aehrenthal","141","看看文章好吗？别以为女生只有色相"
"382","请叫本大佬人才","141","看看文章好吗？别以为女生只有色相"
"383","喜塔拉尔明","141","但是，见色起意的蠢蛋被骗也是活该的。"
"384","豆浆锅锅","141","援交还是酒托？"
"385","石岐队长","144","援交还是酒托？"
"386","微博伟WEI","144","心肺复苏很重要。。。"
"387","嵇绍义96533","144","老婆心脑不怎么好，这个要看。"
"388","无人书店","144","总觉得我会因无人书店被强拆，无人书店商标被侵权会气死，转发一下备不时之需，但真到危急时刻，谁又会给我抢救？"
"389","成都市荷塘花邨养老院求救","144","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症层层上访求告无门求救求救[祈祷][祈祷]"
"390","浅墨陌阡","144","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症层层上访求告无门求救求救[祈祷][祈祷]"
"391","浅墨陌阡","144","唉，作为临床医学生，这个是基本功，必修课，当时学快累死我了，这个千万不能拿活人实验，要对所有人都一视同仁，他们都是你要救的对象[吃瓜][吃瓜][吃瓜]"
"392","郭路铭","144","又涨知识了，转发给小伙伴看一下"
"393","法海不见海","144","[祈祷]"
"394","无人书店","146","[祈祷]"
"395","Jus1So","146","好好好好好，NBNBNBNBNB"
"396","成都市荷塘花邨养老院求救","146","成都荷塘花邨养老院是成都市十三五养老规划定点保留养老院，经市委常委会批准生效并己上报国务院，有人强行入股不成后就用公权力强拆封门堵路四川4台曝光过，他们还上门威胁老人家属限期搬走，身患心衰绝症从地方上访至中央，求告无门求救求救[祈祷][祈祷]"
"397","風飛雪_寒","146","……呵呵，意思就是加强对人民的打压控制……"
"398","天王祺祺","146","悬赏100万督办案件，加追回金额15%奖励。 湖北省公安厅副厅长尚武 武汉市公安局长李义龙 武汉市公安局经侦局民警余昌利是湖北省黑社会最大的保护伞"
"399","Q哥说事","146","著名歌唱家蒋大为先生为传销犯罪份子站台助唱，中奥伍福集团股份有限公司法人宋自甫是伍福家园（之前叫金健康）传销集团的组织人，他们传销的产品就是山药粉，这山药粉向监管部门备注是食品，宣传的时候确是保健品，还能台百病，不育不孕，癌症等都可以治的。我的微博还有很多视频图片证据。"
"400","钓鱼岛765","146","加油"
"401","Cheryl_zero","146","走在路上的我会不会突然遇到一群兵哥哥[doge]"
"402","唯有暗香浮","147","看到免职和两个字就知道没啥"
"403","萌萌是个小矮子","147","要不哪天让市长书记一起在街头搭个帐篷，看他们打不打[允悲][允悲]"
"404","1991範羲是我呀2019","147","这次站城管"
"405","VincentYan83","147","[二哈][二哈][二哈]免职和行拘是两码事 希望看到党内处罚和治安处罚两线的处罚 这两线不冲突"
"406","伟大的等待","147","城管干不过挖人家祖坟的？"
"407","云霄论剑6166545227","147","有点权就牛逼，这是通病。"
"408","申磊爸爸","153","有点权就牛逼，这是通病。"
"409","伍医生57651","153","有点权就牛逼，这是通病。"
"410","伍医生57651","153","早上好好好好好！"
"411","明的美好时光","153","早上好好好好好！"
"412","天王祺祺","153","悬赏100万元督办案件追回后还按15%提成。 湖北省公安厅副厅长尚武 武汉市公安局长李义龙 武汉市公安局经侦局民警余昌利 是湖北省黑社会最大的保护伞"
"413","我是吴志刚","154","绝对跟我一个样，我就是这样子的。我见到虫子超级讨厌，绝对不会碰。"
"414","申磊爸爸","154","绝对跟我一个样，我就是这样子的。我见到虫子超级讨厌，绝对不会碰。"
"415","白兔糖xxxxx","154","这个卡通叫啥？？"
"416","117医疗纠纷","154","家里的虫子好解决，社会上的虫子难清除，不管什么行业，有权就有利，有利就难公平。潜规则已经潜入了本不应该被污染的医疗和教育行业。"
"417","挖坑小香蕉","154","家里的虫子好解决，社会上的虫子难清除，不管什么行业，有权就有利，有利就难公平。潜规则已经潜入了本不应该被污染的医疗和教育行业。"
"418","青海政法","154","晚安[月亮]"
"419","徐雅靓","154","晚安[月亮]"
"420","更新失败小双双","154","踩"
"421","申磊爸爸","155","踩"
"422","嗨欽雨楼台","155","关注一下春运火车的情况，记者应该走一走，坐一坐！"
"423","1991範羲是我呀2019","156","榴莲为啥不可以？去壳可以么"
"424","rlirli","156","特别提示"
"425","伍医生57651","156","转发给微信群了"
"426","最近却最远的距离","156","转发给微信群了"
"427","我是庞应梅","156","宠物狗能带吗？"
"428","阿桠鸭丫丫丫","158","读书人的事怎么能叫偷呢[喵喵]"
"429","吃好睡好精力才旺","158","[害怕]"
"430","只是一个人198212","158","不不不"
"431","小柒小柒呀","158","不不不"
"432","拥有许可证的良民","158","不会去买  非要偷"
"433","Su七里","158","没经过同意的就是偷！小学生都知道"
"434","张晗SD","158","你想知道“茴”字其他写法吗？"
"435","求真先生说","158","孔乙己[doge]"
"436","扎针狂魔吕护士","158","你要是挖一两颗药材说做个研究，没人会说你啥，药农也不会在乎，可是你把人家四亩地挖了七八成还说做科研，信你个鬼！"
"437","学挖掘机到新东方","158","有谁还记得曲玉权，哈尔滨的大年三十出警，被欧打，之后死亡，嫌疑人最高被判了13年[二哈][二哈]"
"438","那就叫锦瑟吧","161","君子"
"439","大光光娃儿","161","长胖了·····"
"440","你偷电瓶车养我","161","奈斯"
"441","段天下","161","奈斯"
"442","天天向善ABC","161","岂止是“绅士”？建议将这一段视频列为公职人员必看！"
"443","买__卖","161","没碰呀"
"444","太原刘云飞","161","尊重就是这样赢得的，你没有赢得尊重就不要栽赃人家歧视。"
"445","Mao爱大腐","161","君子球，君子之风"
"446","西伯利亚老斑鸠UU","161","打裁判脸了[笑cry]"
"447","1DGD1大哥大","164","共享单车弊大于利"
"448","陇原何处有正义","164","甘肃首例汽车《消费欺诈退一赔三》案件，一审与重审为兰州安宁区法院，重审判我败诉！证据多么充分，里程前后不一。两大灯一洗车就不亮！兰州金阜康拿用过的旧车当新车卖给我，法官却说，有些法守不得，不要为难企业！法官受到何种压力发表反党言论并错误判决？全程有录音 ​​​​"
"449","元旦飘飘茉莉","164","准备疏散逃生"
"450","Reputation的End_Game最好听","164","准备疏散逃生"
"451","彩加酱","164","……就在我家旁边…我妈跟我讲下午的爆炸声贼可怕……听邻居讲 似乎是放假的小孩子搞得（不知道是不是真的）……？？？"
"452","我一直在等你麦迪尔","164","为什么着火"
"453","星星还是那颗星星ftm","164","怎样才能点燃单车 求科普"
"454","愿大连没有黑吉人","165","看此人牙齿就知道邪淫太重"
"455","陇原何处有正义","165","甘肃首例汽车《消费欺诈退一赔三》案件，一审与重审为兰州安宁区法院，重审判我败诉！证据多么充分，里程前后不一。两大灯一洗车就不亮！兰州金阜康拿用过的旧车当新车卖给我，法官却说，有些法守不得，不要为难企业！法官受到何种压力发表反党言论并错误判决？全程有录音 ​​​​"
"456","星空ZNFy","165","当官千万别起贪心，受贿一次污染终生。"
"457","张周斌律师","165","曾志伟，曾荫权……[二哈][二哈][二哈]"
"458","一徐某人一","166","这后悔药具体是什么东西阿？糖豆？"
"459","极乐池美少女","166","坐这秋千该吓尿了[doge]"
"460","陇原何处有正义","166","甘肃首例汽车《消费欺诈退一赔三》案件，一审与重审为兰州安宁区法院，重审判我败诉！证据多么充分，里程前后不一。两大灯一洗车就不亮！兰州金阜康拿用过的旧车当新车卖给我，法官却说，有些法守不得，不要为难企业！法官受到何种压力发表反党言论并错误判决？全程有录音 ​​​​"
"461","哗吼吼","166","挺好的"
"462","threoABBYJHJ","166","景区很有头脑哦"
"463","粥圆鱼润","166","有趣"
"464","无水西来","167","如果哈尔滨曲警官事件得不到解决，立誓不在让后代涉入公安行业！"
"465","端木邨","167","转发微博"
"466","空山青罗","167","新时代最可爱的人！！"
"467","钟意易OvO","167","岁月静好，是因为有人替我们负重前行[爱心]️"
"468","看相知心大师","167","吸毒艺人永远不要复出"
"469","居老师的小居居Piggy","167","感谢你们，爱你们，[心]"
"470","Q哥说事","167","死磕传销犯罪分子宋自甫等组织人员，骗中老年人的养老血汗钱，我就跟你干到底，相信人民的力量，中奥伍福集团股份有限公司，下一希望查的是你们。骗了钱想独善其身？那些失去生活保障老人们不会答应的。我微博有很多他们的传销证据，希望有正义感的共同来打掉这个团伙"
